
---------- Begin Simulation Statistics ----------
simSeconds                                   0.291480                       # Number of seconds simulated (Second)
simTicks                                 291480029000                       # Number of ticks simulated (Tick)
finalTick                                291480029000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2687.15                       # Real time elapsed on the host (Second)
hostTickRate                                108471961                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2264348                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000001                       # Number of instructions simulated (Count)
simOps                                     1132163591                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   372142                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     421326                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        582960059                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.582960                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.715383                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1561854698                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1932                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1357696113                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  16644                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            429692992                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        1122530429                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  80                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           582860769                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.329366                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.010116                       # Number of insts issued each cycle (Count)
system.cpu.timesIdled                            4637                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           99290                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.MemDepUnit__0.insertedLoads      358099994                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores     191237242                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads     45051442                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores     34943455                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups               304666230                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted         228993799                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect          11279580                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups             99236354                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates              8356043                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                85870749                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.865315                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                35913397                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect               1163                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups         2940506                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits            2513884                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses           426622                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted          345                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts       429599509                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls            1852                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts           8774031                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples    525155110                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     2.155865                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.631427                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0       162150162     30.88%     30.88% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1       151576816     28.86%     59.74% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2        79171106     15.08%     74.82% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3        14272412      2.72%     77.53% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4        25006150      4.76%     82.30% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5        13778642      2.62%     84.92% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6         6724560      1.28%     86.20% # Number of insts commited each cycle (Count)
